protein,description,log_ratio_1,log_ratio_2,log_ratio_3,avg_ratio,sd_ratio,ratio_count
P74352,RPOZ_SYNY3 DNA-directed RNA polymerase subunit omega OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=rpoZ PE=3 SV=1,-0.29300227736048073,-1.4324523204624462,-0.3850314158528264,-0.3850314158528264,0.6329700248919046,3
P73043,P73043_SYNY3 Glutamate decarboxylase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=gad PE=3 SV=1,0.024388084461282575,-0.5755765795991205,-0.3917553520437306,-0.3917553520437306,0.3073877034970887,3
P73353,P73353_SYNY3 Slr1203 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr1203 PE=4 SV=1,-0.5643664584255685,-0.3994195384639744,-0.3742220409592618,-0.3994195384639744,0.10327737714436563,3
P73660,HEM3_SYNY3 Porphobilinogen deaminase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=hemC PE=3 SV=1,-0.6534601273423326,0.026145743933841937,-0.40007589154225803,-0.40007589154225803,0.3434464038179654,3
Q55770,Q55770_SYNY3 Sll0185 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=sll0185 PE=4 SV=1,-0.870484331582873,-0.40045324010504124,0.009091963727338137,-0.40045324010504124,0.440134630957692,3
P74394,P74394_SYNY3 Sll0272 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=sll0272 PE=4 SV=1,-0.4112068586105809,-1.0884220927656787,-0.3403415396095355,-0.4112068586105809,0.4129703138683752,3
P72991,FTSH3_SYNY3 ATP-dependent zinc metalloprotease FtsH 3 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=ftsH3 PE=1 SV=1,-0.02969291952845917,-0.4144715914058736,-0.7413261688653623,-0.4144715914058736,0.3562093070793647,3
P72769,P72769_SYNY3 Slr1774 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr1774 PE=4 SV=1,-1.9847148160176586,-0.4152320243301585,-0.3897788453552438,-0.4152320243301585,0.9135776602854644,3
P74665,P74665_SYNY3 Glutathione S-transferase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=gst1 PE=4 SV=1,-0.4257740965192539,-0.7579418658482368,-0.052492707929138294,-0.4257740965192539,0.35292419782382045,3
P19050,NDHK1_SYNY3 NAD(P)H-quinone oxidoreductase subunit K 1 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=ndhK1 PE=1 SV=1,-0.9997578083918843,0.1429320567357217,-0.42733492091282316,-0.42733492091282316,0.5713452715261321,3
P72761,CCMK2_SYNY3 Carbon dioxide-concentrating mechanism protein CcmK homolog 2 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=ccmK2 PE=1 SV=3,-0.4486216437874939,-0.598706839137561,-0.3575200445148294,-0.4486216437874939,0.12178952962227685,3
P74795,P74795_SYNY3 Ssl0352 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=ssl0352 PE=1 SV=1,0.05397101048452315,-0.47029555854907906,-0.7160566044032254,-0.47029555854907906,0.3933184576470876,3
P73037,P73037_SYNY3 Peptidyl-prolyl cis-trans isomerase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=ytfC PE=3 SV=1,-0.4800570853351111,-0.7544523131640933,-0.09154913508757685,-0.4800570853351111,0.3330845217970973,3
P73302,KAD1_SYNY3 Adenylate kinase 1 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=adk1 PE=3 SV=2,0.20514586151151334,-0.692439720632656,-0.4894500635080262,-0.4894500635080262,0.47069597003203884,3
Q05971,CH10_SYNY3 10 kDa chaperonin OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=groS PE=1 SV=3,-1.1297636996054408,-0.49468403342954514,-0.3892817316857791,-0.49468403342954514,0.40057237640180693,3
P72781,P72781_SYNY3 NarL subfamily OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr1783 PE=4 SV=1,-0.5057574404894062,-4.723199176126627,-0.2957822171181684,-0.5057574404894062,2.4977631765521795,3
P80046,IDH_SYNY3 Isocitrate dehydrogenase [NADP] OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=icd PE=1 SV=2,-0.5110113207203925,-0.2702054047498564,-0.5076361553213504,-0.5076361553213504,0.13806534818991975,3
P73048,P73048_SYNY3 Sll1638 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=sll1638 PE=1 SV=1,-0.417796878585253,-0.5106403352078316,-0.699736346069157,-0.5106403352078316,0.1436819822190675,3
P73463,P73463_SYNY3 Slr1220 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr1220 PE=4 SV=1,0.44390457823334534,-0.5126448324715628,-1.0580389061070588,-0.5126448324715628,0.7602933316412842,3
Q55013,CY550_SYNY3 Cytochrome c-550 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=psbV PE=1 SV=2,-0.5182759822539708,-0.47025285259868504,-0.6338285586601959,-0.5182759822539708,0.08407896140883218,3
P74494,NDK_SYNY3 Nucleoside diphosphate kinase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=ndk PE=1 SV=1,-0.5191974957866723,-0.059378547078931976,-0.6376884912837659,-0.5191974957866723,0.3054821252737989,3
P73128,P73128_SYNY3 Sulfolipid biosynthesis protein SqdB OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=sqdB PE=4 SV=1,-0.7703471320856251,-0.5209164423656631,-0.17980633453564468,-0.5209164423656631,0.29645410218361246,3
P54224,DCUP_SYNY3 Uroporphyrinogen decarboxylase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=hemE PE=3 SV=1,-0.4374617122825675,-0.5263965560273064,-0.6665909668077902,-0.5263965560273064,0.11551630081599792,3
Q55663,DXR_SYNY3 1-deoxy-D-xylulose 5-phosphate reductoisomerase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=dxr PE=3 SV=1,-0.4784202220073408,-0.7623396801863636,-0.5295658873052311,-0.5295658873052311,0.15133284313266906,3
P73824,GPX2_SYNY3 Hydroperoxy fatty acid reductase gpx2 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=gpx2 PE=1 SV=1,-2.289185518809308,-0.5388615417880832,-0.3879961169914484,-0.5388615417880832,1.056796696193976,3
P74551,APCF_SYNY3 Allophycocyanin subunit beta-18 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=apcF PE=3 SV=1,-0.41410831258009784,-0.5782724587001027,-0.5494195589410733,-0.5494195589410733,0.08764653452701923,3
P26290,UCRIB_SYNY3 Cytochrome b6-f complex iron-sulfur subunit 2 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=petC2 PE=3 SV=2,-0.55862310974681,-0.1879952955159796,-0.5849625007211563,-0.55862310974681,0.2219766137107057,3
P46445,CYC6_SYNY3 Cytochrome c6 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=petJ PE=1 SV=1,-0.7212006066643099,-0.5632137186100427,-0.12547246273454105,-0.5632137186100427,0.30861769374706427,3
P74036,P74036_SYNY3 dTDP-glucose 4-6-dehydratase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=rfbB PE=4 SV=1,-0.061085373709118436,-0.9325480724520676,-0.5665036760668265,-0.5665036760668265,0.4375849242877561,3
P74771,NDHO_SYNY3 NAD(P)H-quinone oxidoreductase subunit O OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=ndhO PE=1 SV=1,-0.5770246812965163,-0.9019243427151692,0.03319512962697217,-0.5770246812965163,0.4747589625601076,3
P74189,P74189_SYNY3 General secretion pathway protein D OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=gspD PE=3 SV=1,0.714633661487453,-0.5780326487694141,-1.3742466836016178,-0.5780326487694141,1.0542267367630422,3
Q55512,DHAS_SYNY3 Aspartate-semialdehyde dehydrogenase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=asd PE=3 SV=2,-0.17492568250067894,-0.5841307364773677,-1.4358576906924578,-0.5841307364773677,0.6432776888740884,3
Q54715,PHCA_SYNY3 C-phycocyanin alpha chain OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=cpcA PE=1 SV=1,-0.60579950304296315,-0.7679663433495886,-0.4999567695843624,-0.60579950304296315,0.13498759199202998,3
P73057,Y1847_SYNY3 Nucleoid-associated protein slr1847 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr1847 PE=3 SV=1,-0.6724861351681626,0.03503617286096656,-0.615893433699729,-0.615893433699729,0.3931708498256246,3
P72940,CYSC_SYNY3 Probable adenylyl-sulfate kinase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=cysC PE=1 SV=1,-0.677207879918817,-0.10015315137065149,-0.6209307002323184,-0.6209307002323184,0.31816362040403806,3
P72655,Y1128_SYNY3 Uncharacterized protein slr1128 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr1128 PE=3 SV=1,-0.49114976904473695,-0.921516861551011,-0.6429720623089766,-0.6429720623089766,0.21827087461420625,3
Q55386,Q55386_SYNY3 Slr0924 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr0924 PE=4 SV=1,-0.6484792019393475,-0.5265808596022936,-1,-0.6484792019393475,0.24581556766155027,3
Q55332,PSBU_SYNY3 Photosystem II 12 kDa extrinsic protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=psbU PE=1 SV=2,-1.3432622365662388,-0.5640044729198392,-0.6743706513741984,-0.6743706513741984,0.42167114127214633,3
Q55119,EFP_SYNY3 Elongation factor P OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=efp PE=3 SV=1,-0.24488867080408722,-0.6831576495492303,-1.6531937927177773,-0.6831576495492303,0.7206910032730109,3
Q01951,PHAA_SYNY3 Allophycocyanin alpha chain OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=apcA PE=1 SV=3,-0.6908371091886982,-0.7803671725291212,-0.5933417093470559,-0.6908371091886982,0.09354099734919014,3
P73458,P73458_SYNY3 Carboxyl-terminal protease OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=prc PE=3 SV=1,-0.18168391303712259,-1.0103832958141326,-0.6963502200485657,-0.6963502200485657,0.4183779884391977,3
P42352,RL9_SYNY3 50S ribosomal protein L9 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=rplI PE=3 SV=2,-0.7606865896439721,-0.7151589374504542,-0.5197857696643854,-0.7151589374504542,0.1279821907349182,3
P52983,G6PI_SYNY3 Glucose-6-phosphate isomerase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=pgi PE=3 SV=1,-0.7497648436064193,-0.083748956068852215,-0.7212839719339365,-0.7212839719339365,0.3765720867150961,3
P52231,THIO_SYNY3 Thioredoxin OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=trxA PE=1 SV=3,-0.2617283158347269,-0.7361738833268071,-0.8059004875301258,-0.7361738833268071,0.2961091432490998,3
P10549,PSBO_SYNY3 Photosystem II manganese-stabilizing polypeptide OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=psbO PE=1 SV=1,-0.5272544832204599,-0.7691125356415324,-0.8149092343523061,-0.7691125356415324,0.1545627763415472,3
P23349,RL7_SYNY3 50S ribosomal protein L7/L12 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=rplL PE=1 SV=3,-0.805485742300272,-0.7916052259336644,-0.6723474111117393,-0.7916052259336644,0.07319028893049002,3
P72673,Y729_SYNY3 Thylakoid-associated protein slr0729 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr0729 PE=4 SV=1,0.019644529146270174,-0.835255237663368,-1.2358346842485208,-0.835255237663368,0.6412936872167131,3
Q55443,Q55443_SYNY3 CheA like protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=sll0043 PE=4 SV=1,-0.844981097973673,-1.0226562994312498,-0.6035979237123077,-0.844981097973673,0.21033474760077067,3
P77968,SODF_SYNY3 Superoxide dismutase [Fe] OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=sodB PE=1 SV=3,-0.830190078128673,-1.0320449178100728,-0.8485355580117742,-0.8485355580117742,0.11162259185048973,3
P73202,"PYS1_SYNY3 Phycobilisome 8.9 kDa linker polypeptide, phycocyanin-associated, rod OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=cpcD PE=1 SV=1",-0.7618515546354458,-1.045644520636037,-0.8532005011624898,-0.8532005011624898,0.1448664777269904,3
P72733,P72733_SYNY3 Sll1318 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=sll1318 PE=4 SV=1,-0.8727207937868406,-0.8837744422391839,-0.33372990839546013,-0.8727207937868406,0.31442602386211904,3
P74241,SAT_SYNY3 Sulfate adenylyltransferase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=sat PE=3 SV=1,0.5007402473795922,-1.0842222533415642,-0.8748076860033263,-0.8748076860033263,0.8610161348410513,3
P74753,P74753_SYNY3 Slr0606 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr0606 PE=4 SV=1,-1.5884619304513743,-0.892553710106245,-0.7632312488600118,-0.892553710106245,0.44385024275582974,3
Q55552,Q55552_SYNY3 IMP dehydrogenase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=guaB PE=4 SV=1,-0.528857398836006,-1.0039853479511793,-0.9495950465627571,-0.9495950465627571,0.260040074196957,3
Q59994,TPIS_SYNY3 Triosephosphate isomerase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=tpiA PE=1 SV=1,-0.9684018209563418,-1.9312783700895524,-0.3409860075717797,-0.9684018209563418,0.8010213948493146,3
Q55356,PSB28_SYNY3 Photosystem II reaction center Psb28 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=psb28 PE=1 SV=3,-1.0227666670966524,-1.050516692364751,-0.6411070979935425,-1.0227666670966524,0.22878312385078736,3
P72777,YC54L_SYNY3 Ycf54-like protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr1780 PE=1 SV=1,0.009655336807674159,-1.0307843018502592,-1.2207399973925894,-1.0307843018502592,0.6623783518983443,3
P73120,P73120_SYNY3 Sll1830 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=sll1830 PE=4 SV=1,-0.4448504152493627,-1.0414268028112386,-1.1828874502675548,-1.0414268028112386,0.3917084728114314,3
P74236,P74236_SYNY3 Slr1161 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr1161 PE=4 SV=1,-1.0818712027453894,-1.4648273141570767,-0.8839946049135576,-1.0818712027453894,0.29529001771259433,3
P73945,P73945_SYNY3 Ssl2781 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=ssl2781 PE=4 SV=1,-0.4744585855383914,-1.4228203224083618,-1.1570740829924722,-1.1570740829924722,0.489212797101492,3
Q55146,Q55146_SYNY3 Sll0064 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=sll0064 PE=4 SV=1,-0.8871616537991702,-1.7122697662135622,-1.162446984556462,-1.162446984556462,0.42009731049907584,3
P74769,P74769_SYNY3 Ssr1528 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=ssr1528 PE=4 SV=1,-1.291982176858836,-0.540725925142236,-1.187493710336864,-1.187493710336864,0.4069423307515356,3
P21697,PLAS_SYNY3 Plastocyanin OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=petE PE=1 SV=1,-2.2942157791852242,-1.0527187523765729,-1.1952286683692679,-1.1952286683692679,0.6793865631914536,3
Q55972,Q55972_SYNY3 Slr0708 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr0708 PE=4 SV=1,-0.5062254683227725,-1.433459926874244,-1.2813501291622258,-1.2813501291622258,0.4972791589450718,3
P74390,P74390_SYNY3 Negative aliphatic amidase regulator OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=amiC PE=4 SV=1,-2.170270581974515,-1.361228037389431,-1.3485014119857404,-1.361228037389431,0.4708177946734306,3
P73290,PURA_SYNY3 Adenylosuccinate synthetase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=purA PE=3 SV=2,-0.3179795012473184,-1.4101862535715264,-1.5935146906502295,-1.4101862535715264,0.689627305756454,3
Q55747,Q55747_SYNY3 Slr0420 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr0420 PE=4 SV=1,-0.3696897149795932,-1.440275876903753,-2.059078342201253,-1.440275876903753,0.8547031799546598,3
P77966,GYRB_SYNY3 DNA gyrase subunit B OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=gyrB PE=3 SV=1,-2.261166564084469,-1.4571111614162051,0.33413149373319945,-1.4571111614162051,1.3285723759672055,3
P73557,P73557_SYNY3 RNA-binding protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=ssr1480 PE=4 SV=1,-1.9325076315550096,-1.4822488142725774,-1.235833522178793,-1.4822488142725774,0.35327239570275526,3
Q55385,RRP3_SYNY3 Probable 30S ribosomal protein PSRP-3 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr0923 PE=1 SV=1,-1.4919681116795893,-1.8977189497102687,-1.3610986921680404,-1.4919681116795893,0.27979809635121305,3
Q55162,Q55162_SYNY3 Sll0051 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=sll0051 PE=4 SV=1,-1.5192837917646858,-1.5758895241501825,-2.063338348905636,-1.5758895241501825,0.2991114415621173,3
